N;REGION;DISTRICT;COMMUNE;FOKONTANY;CENTRE DE VOTE;CODE BV;BUREAU DE VOTE
26819;MENABE;MAHABO;AMPANIHY;ANDRANOFOTSY;Abri Ad'Hoc Andranofotsy;640202030101;Abri Ad'Hoc Andranofotsy Salle 1
26820;MENABE;MAHABO;AMPANIHY;ANKILIMIDA;EPP ANKILIMIDA;640202040101;EPP ANKILIMIDA Salle 1
26821;MENABE;MAHABO;AMPANIHY;BENATO;EPP BENATO;640202050101;EPP BENATO Salle 1
26822;MENABE;MAHABO;AMPANIHY;MAHASOA SUD;EPP SOALOKA;640202060101;EPP SOALOKA Salle 1
26823;MENABE;MAHABO;AMPANIHY;MANANJAKY;EPP MANANJAKY;640202070101;EPP MANANJAKY Salle 1
26824;MENABE;MAHABO;AMPANIHY;MANAMBY;EPP MANAMBY;640202080101;EPP MANAMBY Salle 1
26825;MENABE;MAHABO;AMPANIHY;MANAMBY;EPP MANAMBY;640202080102;EPP MANAMBY Salle 2
26826;MENABE;MAHABO;AMPANIHY;VANGOROKA;EPP VANGOROKA;640202090101;EPP VANGOROKA Salle 1
26827;MENABE;MAHABO;AMPANIHY;ANJATELO;EPP ANJATELO;640202100101;EPP ANJATELO Salle 1
26828;MENABE;MAHABO;AMPANIHY;AGNOLOTSY;EPP AGNOLOTSY;640202110101;EPP AGNOLOTSY Salle 1
26829;MENABE;MAHABO;AMPANIHY;BEMAHASOA;Abri Ad'Hoc Bemahasoa;640202120101;Abri Ad'Hoc Bemahasoa Salle 1
26830;MENABE;MAHABO;AMPANIHY;BESARA;EPP BESARA;640202130101;EPP BESARA Salle 1
26831;MENABE;MAHABO;AMPANIHY;TSARAHONENANA;EPP TSARAHONENANA;640202140101;EPP TSARAHONENANA Salle 1
26832;MENABE;MAHABO;AMPANIHY;AMBINDA;EPP AMBINDA;640202150101;EPP AMBINDA Salle 1
26833;MENABE;MAHABO;AMPANIHY;ANDOHAVIANA;EPP ANDOHAVIANA;640202160101;EPP ANDOHAVIANA Salle 1
26834;MENABE;MAHABO;AMPANIHY;BEPEHA;Abri Ad'Hoc BEPEHA;640202170101;Abri Ad'Hoc BEPEHA Salle 1
26835;MENABE;MAHABO;AMPANIHY;FENOARIVO;ABRI AD'HOC FENOARIVO;640202180101;ABRI AD'HOC FENOARIVO Salle 1
26836;MENABE;MAHABO;AMPANIHY;TANAMBAO MAHASOA;TANAMBAO  MAHASOA;640202190101;TANAMBAO  MAHASOA Salle 1
26837;MENABE;MAHABO;ANALAMITSIVALANA;ANALAMITSIVALANA;EPP ANALAMITSIVALANA;640203010101;EPP ANALAMITSIVALANA Salle 1
26838;MENABE;MAHABO;ANALAMITSIVALANA;ANALAMITSIVALANA;EPP ANALAMITSIVALANA;640203010102;EPP ANALAMITSIVALANA Salle 2
26839;MENABE;MAHABO;ANALAMITSIVALANA;ANJAMAHITSY;EPP ANJAMAHITSY;640203020101;EPP ANJAMAHITSY Salle 1
26840;MENABE;MAHABO;ANALAMITSIVALANA;SOASERANA;EPP SOASERANA;640203030101;EPP SOASERANA Salle 1
26841;MENABE;MAHABO;ANALAMITSIVALANA;ANDEVONOMBY;EPP ANDEVONOMBY;640203040101;EPP ANDEVONOMBY Salle 1
26842;MENABE;MAHABO;ANALAMITSIVALANA;TANANDAVA II;EPP TANANDAVA II;640203050101;EPP TANANDAVA II Salle 1
26843;MENABE;MAHABO;ANKILIVALO;AMBOHIBARY;EPP AMBOHIBARY;640204010101;EPP AMBOHIBARY Salle 1
26844;MENABE;MAHABO;ANKILIVALO;ANKILIVALO;EPP ANKILIVALO;640204020101;EPP ANKILIVALO Salle 1
26845;MENABE;MAHABO;ANKILIVALO;ANKILIVALO;EPP ANKILIVALO;640204020102;EPP ANKILIVALO Salle 2
26846;MENABE;MAHABO;ANKILIVALO;ANKILIVALO;EPP ANKILIVALO;640204020103;EPP ANKILIVALO Salle 3
26847;MENABE;MAHABO;ANKILIVALO;BEVOAY;EPP BEVOAY;640204030101;EPP BEVOAY Salle 1
26848;MENABE;MAHABO;ANKILIVALO;MAHASOA NORD;EPP MAHASOA NORD;640204050101;EPP MAHASOA NORD Salle 1
26849;MENABE;MAHABO;ANKILIVALO;MORAFENO;EPP MORAFENO I;640204060101;EPP MORAFENO I Salle 1
26850;MENABE;MAHABO;ANKILIVALO;ANTSONDROKA;EPP ANTSONDROKA;640204080101;EPP ANTSONDROKA Salle 1
26851;MENABE;MAHABO;ANKILIVALO;MANAMBALIA;EPP MANAMBALIA;640204090101;EPP MANAMBALIA Salle 1
26852;MENABE;MAHABO;ANKILIVALO;ANKORONADABO;ABRI AD'HOC ANKORONADABO;640204110101;ABRI AD'HOC ANKORONADABO Salle 1
26853;MENABE;MAHABO;ANKILIVALO;BATIMENT;CEG ANKILIVALO;640204120101;CEG ANKILIVALO Salle 1
26854;MENABE;MAHABO;ANKILIZATO;AMBIKY;ABRI AD'HOC AMBIKY;640205010101;ABRI AD'HOC AMBIKY Salle 1
26855;MENABE;MAHABO;ANKILIZATO;AMPANDRABE;EPP AMPANDRABE;640205020101;EPP AMPANDRABE Salle 1
26856;MENABE;MAHABO;ANKILIZATO;AMPANDRAMENA;EPP AMPANDRAMENA;640205030101;EPP AMPANDRAMENA Salle 1
26857;MENABE;MAHABO;ANKILIZATO;ANDRANOMALIO;EPP ANDRANOMALIO;640205040101;EPP ANDRANOMALIO Salle 1
26858;MENABE;MAHABO;ANKILIZATO;ANKATOKY SAKAMALY;EPP ANKATOKY SAKAMALY;640205050101;EPP ANKATOKY SAKAMALY Salle 1
26859;MENABE;MAHABO;ANKILIZATO;ANKILIZATO SUD;EPP ANKILIZATO;640205060101;EPP ANKILIZATO Salle 1
26860;MENABE;MAHABO;ANKILIZATO;ANKILIZATO SUD;EPP ANKILIZATO;640205060102;EPP ANKILIZATO Salle 2
26861;MENABE;MAHABO;ANKILIZATO;ANDRANOVORY;CEG ANKILIZATO;640205070101;CEG ANKILIZATO Salle 1
26862;MENABE;MAHABO;ANKILIZATO;FILANJARA;EPP MAVOGISO;640205080101;EPP MAVOGISO Salle 1
26863;MENABE;MAHABO;ANKILIZATO;MORARANO;EPP MORARANO;640205090101;EPP MORARANO Salle 1
26864;MENABE;MAHABO;ANKILIZATO;TSIANALOKA;EPP TSIANALOKA;640205100101;EPP TSIANALOKA Salle 1
26865;MENABE;MAHABO;ANKILIZATO;ANDIMAKY MAHAZOARIVO;ECOLE ECAR ANDIMAKY;640205110101;ECOLE ECAR ANDIMAKY Salle 1
26866;MENABE;MAHABO;ANKILIZATO;BEOKY;EPP BEOKY;640205120101;EPP BEOKY Salle 1
26867;MENABE;MAHABO;ANKILIZATO;MALAINKIRAFY;ECOLE CARMEL MALAINKIRAFY;640205130101;ECOLE CARMEL MALAINKIRAFY Salle 1
26868;MENABE;MAHABO;ANKILIZATO;AMBAHIBE;ABRI AD'HOC AMBAHIBE;640205140101;ABRI AD'HOC AMBAHIBE Salle 1
26869;MENABE;MAHABO;ANKILIZATO;MORAFENO;EPP MORAFENO;640205150101;EPP MORAFENO Salle 1
26870;MENABE;MAHABO;ANKILIZATO;ANTSINGILO;ABRI AD'HOC ANTSINGILO;640205160101;ABRI AD'HOC ANTSINGILO Salle 1
26871;MENABE;MAHABO;ANKILIZATO;ANDRANOMATAVY;EPP ANDRANOMATAVY;640205170101;EPP ANDRANOMATAVY Salle 1
26872;MENABE;MAHABO;ANKILIZATO;ANDRANOTAFIKA;EPP ANDRANOTAFIKA;640205180101;EPP ANDRANOTAFIKA Salle 1
26873;MENABE;MAHABO;ANKILIZATO;ANKABOKA AMBATOVITA;ABRI AD'HOC ANKABOKA AMBATOVITA;640205190101;ABRI AD'HOC ANKABOKA AMBATOVITA Salle 1
26874;MENABE;MAHABO;ANKILIZATO;ANKILIZATO CENTRE;BUREAU ANNEXE COMMUNE ANKILIZATO;640205200101;BUREAU ANNEXE COMMUNE ANKILIZATO  Salle 1
26875;MENABE;MAHABO;ANKILIZATO;ANKILIZATO CENTRE;BUREAU ANNEXE COMMUNE ANKILIZATO;640205200102;BUREAU ANNEXE COMMUNE ANKILIZATO  Salle 2
26876;MENABE;MAHABO;ANKILIZATO;ANKILIZATO EST;ECOLE CARMEL ANKILIZATO;640205210101;ECOLE CARMEL ANKILIZATO Salle 1
26877;MENABE;MAHABO;ANKILIZATO;ANKILIZATO EST;ECOLE CARMEL ANKILIZATO;640205210103;ECOLE CARMEL ANKILIZATO Salle 2
26878;MENABE;MAHABO;ANKILIZATO;ANKILIZATO NORD;TRANOMPKONOLONA ANKILIZATO;640205220101;TRANOMPKONOLONA ANKILIZATO Salle 1
26879;MENABE;MAHABO;ANKILIZATO;ANKILIZATO NORD;TRANOMPKONOLONA ANKILIZATO;640205220102;TRANOMPKONOLONA ANKILIZATO Salle 2
26880;MENABE;MAHABO;ANKILIZATO;ANDOHARANO;ABRI AD'HOC ANDOHARANO;640205230101;ABRI AD'HOC ANDOHARANO Salle 1
26881;MENABE;MAHABO;ANKILIZATO;BERONONO;ABRI AD'HOC BERONONO;640205240101;ABRI AD'HOC BERONONO Salle 1
26882;MENABE;MAHABO;ANKILIZATO;FENOARIVO;ABRI AD'HOC FENOARIVO;640205250101;ABRI AD'HOC FENOARIVO Salle 1
26883;MENABE;MAHABO;ANKILIZATO;MANOMBA;ABRI AD'HOC MANOMBA;640205260101;ABRI AD'HOC MANOMBA Salle 1
26884;MENABE;MAHABO;ANKILIZATO;ANDRANOMANINTSY EST;ABRI AD'HOC ANDRANOMANINTSY;640205270101;ABRI AD'HOC ANDRANOMANINTSY Salle 1
26885;MENABE;MAHABO;ANKILIZATO;TANANDAVA;ABRI AD'HOC TANANDAVA;640205280101;ABRI AD'HOC TANANDAVA Salle 1
26886;MENABE;MAHABO;BEFOTAKA;ANDRANOMANDEVY;EPP ANDRANOMANDEVY;640206010101;EPP ANDRANOMANDEVY Salle 1
26887;MENABE;MAHABO;BEFOTAKA;ANKILIABO;EPP ANKILIABO;640206020101;EPP ANKILIABO Salle 1
26888;MENABE;MAHABO;BEFOTAKA;ANKILIABO;EPP ANKILIABO;640206020102;EPP ANKILIABO Salle 2
26889;MENABE;MAHABO;BEFOTAKA;BEFOTAKA;EPP BEFOTAKA;640206030101;EPP BEFOTAKA Salle 1
26890;MENABE;MAHABO;BEFOTAKA;ANDRANOMENA;EPP ANDRANOMENA;640206040101;EPP ANDRANOMENA Salle 1
26891;MENABE;MAHABO;BEFOTAKA;ILAZA;EPP ILAZA;640206050101;EPP ILAZA Salle 1
26892;MENABE;MAHABO;BEFOTAKA;NOSIBE;EPP NOSIBE;640206060101;EPP NOSIBE Salle 1
26893;MENABE;MAHABO;BEFOTAKA;ANDRANOVORIBE;EPP ANDRANOVORIBE;640206070101;EPP ANDRANOVORIBE Salle 1
26894;MENABE;MAHABO;BEFOTAKA;SARONANALA;EPP SARONANALA;640206080101;EPP SARONANALA Salle 1
26895;MENABE;MAHABO;BEFOTAKA;SARONANALA;EPP SARONANALA;640206080102;EPP SARONANALA Salle 2
26896;MENABE;MAHABO;BEFOTAKA;ANTANIMBARIBE;EPP ANTANIMBARIBE;640206090101;EPP ANTANIMBARIBE Salle 1
26897;MENABE;MAHABO;BEFOTAKA;AMPATIFATY;ABRI AD'HOC SOAMAHAVELO;640206100101;ABRI AD'HOC SOAMAHAVELO Salle 1
26898;MENABE;MAHABO;BEFOTAKA;MANOMBO;EPP MANOMBO;640206110101;EPP MANOMBO Salle 1
26899;MENABE;MAHABO;BEFOTAKA;MANDARANO;EPP MANDARANO;640206120101;EPP MANDARANO Salle 1
26900;MENABE;MAHABO;BERONONO;ANALAMAHAVELO;EPP ANALAMAHAVELO;640207010101;EPP ANALAMAHAVELO Salle 1
26901;MENABE;MAHABO;BERONONO;AMBIKY;EPP BERENTY;640207020101;EPP BERENTY Salle 1
26902;MENABE;MAHABO;BERONONO;BERONONO;EPP BERONONO;640207030101;EPP BERONONO Salle 1
26903;MENABE;MAHABO;BERONONO;BERONONO;EPP BERONONO;640207030102;EPP BERONONO Salle 2
26904;MENABE;MAHABO;BERONONO;FENOARIVO;EPP FENOARIVO;640207040101;EPP FENOARIVO Salle 1
26905;MENABE;MAHABO;BERONONO;MAHARIVOKELY;EPP MAHARIVOKELY;640207050101;EPP MAHARIVOKELY Salle 1
26906;MENABE;MAHABO;BERONONO;AMBALABE;EPP VOHIMARY;640207060101;EPP VOHIMARY Salle 1
26907;MENABE;MAHABO;MAHABO;AMPASIFASY;EPP AMPASIFASY;640208010101;EPP AMPASIFASY Salle 1
26908;MENABE;MAHABO;MAHABO;AMPASIFASY;EPP AMPASIFASY;640208010102;EPP AMPASIFASY Salle 2
26909;MENABE;MAHABO;MAHABO;ANJIRO;EPP ANJA;640208020101;EPP ANJA Salle 1
26910;MENABE;MAHABO;MAHABO;ANJIRO;EPP ANJA;640208020102;EPP ANJA Salle 2
26911;MENABE;MAHABO;MAHABO;MAHABOBE;TRANOMPOKONOLONA;640208030101;TRANOMPOKONOLONA Salle 1
26912;MENABE;MAHABO;MAHABO;MAHABOBE;TRANOMPOKONOLONA;640208030102;TRANOMPOKONOLONA Salle 2
26913;MENABE;MAHABO;MAHABO;MAHABOBE;TRANOMPOKONOLONA;640208030103;TRANOMPOKONOLONA Salle 3
26914;MENABE;MAHABO;MAHABO;MAHABOKELY;EPP MAHABOKELY;640208040101;EPP MAHABOKELY Salle 1
26915;MENABE;MAHABO;MAHABO;MAHABOKELY;EPP MAHABOKELY;640208040102;EPP MAHABOKELY Salle 2
26916;MENABE;MAHABO;MAHABO;MAHABOKELY;EPP MAHABOKELY;640208040103;EPP MAHABOKELY Salle 3
26917;MENABE;MAHABO;MAHABO;SOAFAOSA;EPP ANTSAKOAVAKY;640208050101;EPP ANTSAKOAVAKY Salle 1
26918;MENABE;MAHABO;MAHABO;TANANDAVA I;EPP TANANDAVA I;640208060101;EPP TANANDAVA I Salle 1
26919;MENABE;MAHABO;MAHABO;SOAMAHAVELO;EPP SOAMAHAVELO;640208070101;EPP SOAMAHAVELO Salle 1
26920;MENABE;MAHABO;MALAIMBANDY;AMBONARA NORD;EPP AMBONARA NORD;640209010101;EPP AMBONARA NORD Salle 1
26921;MENABE;MAHABO;MALAIMBANDY;ANDROTSY;EPP ANDROTSY;640209020101;EPP ANDROTSY Salle 1
26922;MENABE;MAHABO;MALAIMBANDY;ANKERIKA;EPP ANKERIKA;640209030101;EPP ANKERIKA Salle 1
26923;MENABE;MAHABO;MALAIMBANDY;ANOSIMBAZAHA;EPP ANOSIMBAZAHA;640209040101;EPP ANOSIMBAZAHA Salle 1
26924;MENABE;MAHABO;MALAIMBANDY;BEPINGARATRA;EPP PEPINGARATRA;640209050101;EPP PEPINGARATRA Salle 1
26925;MENABE;MAHABO;MALAIMBANDY;FENOARIVO;EPP FENOARIVO POMAY;640209060101;EPP FENOARIVO POMAY Salle 1
26926;MENABE;MAHABO;MALAIMBANDY;MAHASOA NORD;EPP MAHASOA  NORD;640209070101;EPP MAHASOA  NORD Salle 1
26927;MENABE;MAHABO;MALAIMBANDY;MAHATSINJO EST;EPP MAHATSINJO EST;640209080101;EPP MAHATSINJO EST Salle 1
26928;MENABE;MAHABO;MALAIMBANDY;MALAIMBANDY;TRANOMPOKONOLONA;640209090101;TRANOMPOKONOLONA Salle 1
26929;MENABE;MAHABO;MALAIMBANDY;MALAIMBANDY;TRANOMPOKONOLONA;640209090102;TRANOMPOKONOLONA Salle 2
26930;MENABE;MAHABO;MALAIMBANDY;MALAIMBANDY;EPP MALAIMBANDY;640209090202;EPP MALAIMBANDY Salle 1
26931;MENABE;MAHABO;MALAIMBANDY;MANDARANO;EPP MANDARANO;640209110101;EPP MANDARANO Salle 1
26932;MENABE;MAHABO;MALAIMBANDY;MAROLINTA;BUREAU FKT MAROLINTA;640209120101;BUREAU FKT MAROLINTA Salle 1
26933;MENABE;MAHABO;MALAIMBANDY;MAHASOA POMAY;EPP MAHASOA POMAY;640209130101;EPP MAHASOA POMAY Salle 1
26934;MENABE;MAHABO;MALAIMBANDY;SOARANO;EPP SOARANO;640209140101;EPP SOARANO Salle 1
26935;MENABE;MAHABO;MALAIMBANDY;TAMBAZO;EPP ANKILIMIANGY;640209150101;EPP ANKILIMIANGY Salle 1
26936;MENABE;MAHABO;MALAIMBANDY;ANKILIBE;ABRI AD'HOC ANKILIBE;640209160101;ABRI AD'HOC ANKILIBE Salle 1
26937;MENABE;MAHABO;MALAIMBANDY;ANKARENAMBE;EPP ANKARENAMBE;640209170101;EPP ANKARENAMBE Salle 1
26938;MENABE;MAHABO;MALAIMBANDY;ANTAZOA;EPP ANTAZOA;640209180101;EPP ANTAZOA Salle 1
26939;MENABE;MAHABO;MALAIMBANDY;POMAY CENTRE;EPP POMAY CENTRE;640209190101;EPP POMAY CENTRE Salle 1
26940;MENABE;MAHABO;MALAIMBANDY;TSINJORANO;EPP TSINJORANO;640209200101;EPP TSINJORANO Salle 1
26941;MENABE;MAHABO;MANDABE;AMBARARATANOMBY;ABRI AD'HOC AMBARARATANOMBY;640210010101;ABRI AD'HOC AMBARARATANOMBY Salle 1
26942;MENABE;MAHABO;MANDABE;AMBINANY ZAMA;EPP AMBINANY ZAMA;640210020101;EPP AMBINANY ZAMA Salle 1
26943;MENABE;MAHABO;MANDABE;ANKILIMANJAKA;EPP ANKILIMANJAKA;640210030101;EPP ANKILIMANJAKA Salle 1
26944;MENABE;MAHABO;MANDABE;ANJA;EPP ANJA;640210040101;EPP ANJA Salle 1
26945;MENABE;MAHABO;MANDABE;AMBINANY MAHARIVO;EPP AMBINANY MAHARIVO;640210050101;EPP AMBINANY MAHARIVO Salle 1
26946;MENABE;MAHABO;MANDABE;BESELY SUD;CRAM BESELY SUD;640210060101;CRAM BESELY SUD Salle 1
26947;MENABE;MAHABO;MANDABE;FANDROA;EPP FANDROA;640210070101;EPP FANDROA Salle 1
26948;MENABE;MAHABO;MANDABE;MANDABE I;TRANOMPOKONOLONA MANDABE;640210080101;TRANOMPOKONOLONA MANDABE Salle 1
26949;MENABE;MAHABO;MANDABE;MANDABE I;TRANOMPOKONOLONA MANDABE;640210080102;TRANOMPOKONOLONA MANDABE Salle 2
26950;MENABE;MAHABO;MANDABE;SOATANA;EPP SOATANANA;640210090101;EPP SOATANANA Salle 1
26951;MENABE;MAHABO;MANDABE;AMBANGO;ECOLE ECAR AMBANGO;640210100101;ECOLE ECAR AMBANGO Salle 1
26952;MENABE;MAHABO;MANDABE;BEKITROHO;ABRI AD'HOC BEKITROHO;640210120101;ABRI AD'HOC BEKITROHO Salle 1
26953;MENABE;MAHABO;MANDABE;MANANJAKY;ABRI AD'HOC MANANJAKA;640210130101;ABRI AD'HOC MANANJAKA Salle 1
26954;MENABE;MAHABO;MANDABE;MANDABE II;EPP MANDABE;640210140101;EPP MANDABE Salle 1
26955;MENABE;MAHABO;MANDABE;MANDABE II;EPP MANDABE;640210140102;EPP MANDABE Salle 2
26956;MENABE;MAHABO;TSIMAZAVA;AMPANDRAMANENO;EPP AMPANDRAMANENO;640211010101;EPP AMPANDRAMANENO Salle 1
26957;MENABE;MAHABO;TSIMAZAVA;ANTSAKOAZATO;EPP ANTSAKOAZATO;640211020101;EPP ANTSAKOAZATO Salle 1
26958;MENABE;MAHABO;TSIMAZAVA;IKAOSY;EPP IKAOSY;640211030101;EPP IKAOSY Salle 1
26959;MENABE;MAHABO;TSIMAZAVA;MAHAVAGNO;EPP MAHAVAGNO;640211040101;EPP MAHAVAGNO Salle 1
26960;MENABE;MAHABO;TSIMAZAVA;TSIMAZAVA;TRANOMPOKONOLONA;640211050101;TRANOMPOKONOLONA Salle 1
26961;MENABE;MAHABO;TSIMAZAVA;FENOARIVO;EPP FENOARIVO;640211060101;EPP FENOARIVO Salle 1
26962;MENABE;MAHABO;TSIMAZAVA;SAKAPALY;EPP SAKAPALY;640211070101;EPP SAKAPALY Salle 1
26963;MENABE;MAHABO;TSIMAZAVA;TSINJORANO;EPP TSINJORANO;640211080101;EPP TSINJORANO Salle 1
26964;MENABE;MAHABO;BEZEZIKA;BEZEZIKA;EPP BEZEZIKA;640212010101;EPP BEZEZIKA Salle 1
26965;MENABE;MAHABO;BEZEZIKA;BEZEZIKA;EPP BEZEZIKA;640212010102;EPP BEZEZIKA Salle 2
26966;MENABE;MAHABO;BEZEZIKA;MIARY;EPP MIARY;640212020101;EPP MIARY Salle 1
26967;MENABE;MAHABO;BEZEZIKA;SOATANANA;EPP SOATANANA;640212030101;EPP SOATANANA Salle 1
26968;MENABE;MAHABO;BEZEZIKA;TANAMBAO I;EPP TANAMBAO I;640212040101;EPP TANAMBAO I Salle 1
26969;MENABE;MAHABO;BEZEZIKA;TANAMBAO I;EPP TANAMBAO I;640212040102;EPP TANAMBAO I Salle 2
26970;MENABE;MAHABO;BEZEZIKA;SARODRANO;EPP SARODRANO;640212050101;EPP SARODRANO Salle 1
26971;MENABE;MANJA;ANDRANOPASY;ANDRANOPASY-I;EPP ANDRANOPASY I;640301010101;EPP ANDRANOPASY I SALLE I
26972;MENABE;MANJA;ANDRANOPASY;ANDRANOPASY-I;EPP ANDRANOPASY I;640301010102;EPP ANDRANOPASY I SALLE II
26973;MENABE;MANJA;ANDRANOPASY;ANDRANOPASY-I;EPP ANDRANOPASY I;640301010103;EPP ANDRANOPASY I SALLE III
26974;MENABE;MANJA;ANDRANOPASY;ANDRANOPASY-I;EPP ANDRANOPASY I;640301010104;EPP ANDRANOPASY I SALLE IV
26975;MENABE;MANJA;ANDRANOPASY;ANDRANOPASY-II;EPP ANDRANOPASY-II;640301020101;EPP ANDRANOPASY-II
26976;MENABE;MANJA;ANDRANOPASY;ANKOBA;EPP ANKOBA;640301030101;EPP ANKOBA SALLE I
26977;MENABE;MANJA;ANDRANOPASY;ANKOBA;EPP ANKOBA;640301030102;EPP ANKOBA SALLE II
26978;MENABE;MANJA;ANDRANOPASY;ANKOBA;EPP ANTSERANANDAKA;640301030201;EPP ANTSERANANDAKA
26979;MENABE;MANJA;ANDRANOPASY;ANTALY;EPP ANTALY;640301040101;EPP ANTALY SALLE I
26980;MENABE;MANJA;ANDRANOPASY;ANTALY;EPP ANTALY;640301040102;EPP ANTALY SALLE II
26981;MENABE;MANJA;ANDRANOPASY;BEFAMONTY;EPP BEFAMONTY;640301060101;EPP BEFAMONTY SALLE I
26982;MENABE;MANJA;ANDRANOPASY;BEFAMONTY;EPP BEFAMONTY;640301060102;EPP BEFAMONTY SALLE II
26983;MENABE;MANJA;ANDRANOPASY;NOSIBE;EPP NOSIBE;640301070101;EPP NOSIBE
26984;MENABE;MANJA;ANDRANOPASY;TSIANIHY;EPP TSIANIHY;640301080101;EPP TSIANIHY
26985;MENABE;MANJA;ANDRANOPASY;AMBATOBE;EPP AMBATOBE;640301090101;EPP AMBATOBE
26986;MENABE;MANJA;ANKILIABO;AMBAHIA;EPP AMBAHIA;640302010101;EPP AMBAHIA
26987;MENABE;MANJA;ANKILIABO;ANKATSAKATSA NORD;EPP ANKATSAKATSA NORD;640302020101;EPP ANKATSAKATSA NORD
26988;MENABE;MANJA;ANKILIABO;ANKILIABO;EPP ANKILIABO;640302030101;EPP ANKILIABO SALLE I
26989;MENABE;MANJA;ANKILIABO;ANKILIABO;EPP ANKILIABO;640302030102;EPP ANKILIABO SALLE II
26990;MENABE;MANJA;ANKILIABO;BENGY;EPP BENGY;640302040101;EPP BENGY
26991;MENABE;MANJA;ANKILIABO;BESAKA,SOARANO;EPP BESAKA;640302050101;EPP BESAKA
26992;MENABE;MANJA;ANKILIABO;BESATROHAKA;EPP BESATROHAKA;640302060101;EPP BESATROHAKA SALLE I
26993;MENABE;MANJA;ANKILIABO;BESATROHAKA;EPP BESATROHAKA;640302060102;EPP BESATROHAKA SALLE II
26994;MENABE;MANJA;ANKILIABO;BETAMENAKA;EPP BETAMENAKA;640302070101;EPP BETAMENAKA
26995;MENABE;MANJA;ANKILIABO;FIADANA;EPP FIADANA;640302080101;EPP FIADANA
26996;MENABE;MANJA;ANKILIABO;MAROLAFIKA;BUR FKT MAROLAFIKA;640302090101;BUR FKT MAROLAFIKA
26997;MENABE;MANJA;ANKILIABO;RANGAINOMBY;EPP RANGAINOMBY;640302100101;EPP RANGAINOMBY SALLE I
26998;MENABE;MANJA;ANKILIABO;RANGAINOMBY;EPP RANGAINOMBY;640302100102;EPP RANGAINOMBY SALLE II
26999;MENABE;MANJA;ANKILIABO;TANAMBAO;EPP TANAMBAO;640302110101;EPP TANAMBAO
27000;MENABE;MANJA;ANKILIABO;TANATSIMIRA;EPP TANATSIMIRA;640302120101;EPP TANATSIMIRA
27001;MENABE;MANJA;ANKILIABO;TONGARIVO NORD;EPP TONGARIVO NORD;640302130101;EPP TONGARIVO NORD
27002;MENABE;MANJA;ANKILIABO;AMBIVY II;EPP AMBIVY II;640302140101;EPP AMBIVY II
27003;MENABE;MANJA;ANKILIABO;MARIVORANO;BUR FKT MARIVORANO;640302150101;BUR FKT MARIVORANO
27004;MENABE;MANJA;ANKILIABO;ANTSELIBE;EPP ANTSELIBE;640302160101;EPP ANTSELIBE
27005;MENABE;MANJA;ANKILIABO;AMBOROVOKY;EPP AMBOROVOKY;640302170101;EPP AMBOROVOKY
27006;MENABE;MANJA;ANKILIABO;NOSIMBONDRO;EPP ANOSIMBONDRO;640302180101;EPP ANOSIMBONDRO
27007;MENABE;MANJA;ANONTSIBE CENTRE;ANJA;EPP BETSINGIKY;640303010101;EPP BETSINGIKY
27008;MENABE;MANJA;ANONTSIBE CENTRE;ANJALOAKA;ECOLE PRIVE ANJALOAKA;640303020101;ECOLE PRIVE ANJALOAKA
27009;MENABE;MANJA;ANONTSIBE CENTRE;ANJALOAKA;BUR FKT ANKIDONA;640303020201;BUR FKT ANKIDONA
27010;MENABE;MANJA;ANONTSIBE CENTRE;ANONTSIBE CENTRE;EPP ANONTSIBE CENTRE;640303040101;EPP ANONTSIBE CENTRE
27011;MENABE;MANJA;ANONTSIBE CENTRE;ANONTSIBE-EST;BUR FKT ANONTSIBE EST;640303050101;BUR FKT ANONTSIBE EST
27012;MENABE;MANJA;ANONTSIBE CENTRE;ANONTSIKELY;EPP ANONTSIKELY;640303060101;EPP ANONTSIKELY
27013;MENABE;MANJA;ANONTSIBE CENTRE;ANTARATA;EPP ANTARATA;640303070101;EPP ANTARATA
27014;MENABE;MANJA;ANONTSIBE CENTRE;BERAVY;EPP BERAVY;640303080101;EPP BERAVY
27015;MENABE;MANJA;ANONTSIBE CENTRE;BEVAVA;BUR FKT BEVAVA;640303090101;BUR FKT BEVAVA
27016;MENABE;MANJA;ANONTSIBE CENTRE;TONGARIVO SAKALAVA;BUR FKT TONGARIVO;640303100101;BUR FKT TONGARIVO
27017;MENABE;MANJA;ANONTSIBE CENTRE;ANTANIMAHAVELO;BUR FKT ANTANIMAHAVELO;640303110101;BUR FKT ANTANIMAHAVELO
27018;MENABE;MANJA;ANONTSIBE CENTRE;ANTSAVOA;BUR FKT ANTSAVOA;640303120101;BUR FKT ANTSAVOA
27019;MENABE;MANJA;BEHARONA;AGNADABO;BUR FKT AGNADABO;640304010101;BUR FKT AGNADABO
27020;MENABE;MANJA;BEHARONA;BEHARONA;EPP BEHARONA;640304020101;EPP BEHARONA SALLE I
27021;MENABE;MANJA;BEHARONA;BEHARONA;EPP BEHARONA;640304020102;EPP BEHARONA SALLE II
27022;MENABE;MANJA;BEHARONA;DINDOHA;EPP DINDOHA;640304050101;EPP DINDOHA
27023;MENABE;MANJA;BEHARONA;IANADRANTO;EPP IANADRANTO;640304060101;EPP IANADRANTO
27024;MENABE;MANJA;BEHARONA;MALANDIRA SUD;EPP MALANDIRA SUD;640304070101;EPP MALANDIRA SUD
